"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"XVYUF9MB","journalArticle",2013,"Damnyag, Lawrence; Saastamoinen, Olli; Blay, Dominic; Dwomoh, Francis K.; Anglaaere, Luke C N; Pappinen, Ari","Sustaining protected areas: Identifying and controlling deforestation and forest degradation drivers in the Ankasa Conservation Area, Ghana","Biological Conservation","","00063207","10.1016/j.biocon.2013.05.024","","Although protected areas in Africa contain possibly the highest repositories of carbon and thus can play a role in mitigating the effects of climate change through carbon sequestration, they are threatened due to increasing levels of deforestation and forest degradation (DFD). However, little information is available on the on-site causes of DFD in these areas. This paper estimates the levels of DFD and identifies the drivers in the Ankasa Conservation Area (ACA) in Ghana as a case study. A survey was used to identify both direct and underlying factors that promote the DFD. The extent of deforestation was estimated using satellite images. The survey data were analyzed using rankings and ordinal logistic regression techniques, while digital image classification and change detection were used to analyze land cover changes. The results show that DFD occurred at a higher rate in the periphery of the ACA compared to the core-protected and the farthest areas. Agricultural and wood harvesting activities were the main direct causes of DFD. Poverty and large in-migrations of people for cocoa farming were important underlying economic and population growth factors. To address these problems and enable ACA to contribute more to biodiversity conservation and climate change mitigation, the community resource management institutions should be fully adopted and strengthened and priority given to livelihood improvement and ecosystem services provision in the periphery of the ACA. ?? 2013 Elsevier Ltd.",2013,"2019-06-28 18:16:03","2019-06-28T18:16:03Z",NA,"86–94","","",165,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"Ankasa Conservation Area periphery; Control measures; Deforestation levels; Drivers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SBGDGC8G","report",2016,"IPBES","Curricula vitae of proposed members of the Bureau Proposed members from Western European and other States","","","","","","",2016,"2019-06-28 18:16:02","2019-06-28T18:16:02Z",NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3L3JAETX","report",2016,"IPBES","Budget and expenditure for 2014–2018 Addendum Comparative study on established practices on the funding of experts and meeting participants","","","","","","",2016,"2019-06-28 18:16:01","2019-06-28T18:16:01Z",NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V6VSIU42","journalArticle",2001,"OECD","Valuation of Biodiversity Benefits SELECTED STUDIES","","","","","","",2001,"2019-06-28 18:15:59","2019-06-28T18:15:59Z",NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"T4QN4BN8","thesis",2015,"Caldwell, Samantha Kate; Peipoch, Marc; Valett, H Maurice","Spatial drivers of ecosystem structure and function in a floodplain riverscape: springbrook nutrient dynamics","","","","","http://scholarworks.umt.edu/etd","On riverine flood plains, reorganization by fluvial processes creates and maintains a mosaic of aquatic and riparian landscape elements across a biophysical gradient of disturbance and succession. Across flood plains of gravel-bottom rivers, spring brooks emerge from points of groundwater discharge that may occur in distinct landscape positions. We investigated how ecosystem processes in spring brooks differ spatially across biophysical zones, reflecting how landscape position dictates severity of flood disturbance, allochthonous loading from riparian forests, and inputs from groundwater systems. Between July and October 2011, we quantified aspects of ecosystem structure and function among 6 spring brooks of the Nyack flood plain, Flathead River, Montana. Structural features varied predictably across near-channel (i.e., parafluvial) and late successional (i.e., orthofluvial) biophysical zones. Large wood standing stocks increased \textgreater40x (0.19-9.19 kg/m(2)), dominant particle size class differed by an order of magnitude (median particle size [D-50] = 2-27), and measures of vertical hydraulic gradient (-0.06 to +0.12 cm/cm) reflected differences in landscape position. We found fine sediment accumulation, stronger groundwater inputs, and greater benthic and large wood standing stocks in orthofluvial than in parafluvial spring brooks. Algal biomass was negatively correlated with insolation and positively related to vertical hydraulic gradient. Results from microcosm experiments showed increasing N uptake across the gradient from parafluvial to orthofluvial spring brooks. Functional response to landscape-scale organization of springbrook structure underscores the need for a spatially explicit model of floodplain ecology.",2015,"2019-06-28 18:15:57","2019-06-28T18:15:57Z",NA,"","233–244","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"PhD Thesis",NA,NA,NA,NA,"DOI: 10.1086/679300",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W8GGTL7K","journalArticle",2011,"QuÃ©tier, Fabien; Lavorel, Sandra","Assessing ecological equivalence in biodiversity offset schemes: Key issues and solutions","Biological Conservation","","","","http://www.sciencedirect.com/science/article/pii/S0006320711003478","Habitat loss through development is one of the major causes of biodiversity loss. The increasingly common legal requirement to first avoid, then reduce and, if necessary, offset impacts of plans and projects on biodiversity has however not always been appropriately enforced. The blame lies mainly in bad governance such as patchy monitoring or poorly defined liabilities. Biodiversity offsets also suffer from the lack of formal methods for designing and sizing offset requirements. We address this gap by reviewing different tools, methods and guidelines that have been developed in different regulatory contexts. We then formulate a typology of approaches that variously combine these methods and guidelines. We discuss how these relate to the objectives of offset policies and the components of biodiversity and ecosystems to which they apply. Together, these perspectives should contribute to improving existing methods (e.g. by incorporating time-related issues) and our typology should support the development of offset policies.",2011,"2019-06-28 18:15:56","2019-06-28T18:15:56Z",NA,"2991–2999","","12",144,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"Biodiversity offsets; Compensation ratio; Ecological compensation; Ecological equivalence; Environmental impact assessment; German Eingriffsregelung; Habitat equivalency analysis; Mitigation hierarchy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79XM38EB","bookSection",2006,"Arthurton, Russell; Korateng, Kwame","Coastal and Marine Environment","Researchgate.Net","","","","http://www.researchgate.net/publication/255651324_EUTROPHICATION_MODELLING_FOR_SINGAPORE_WATERS/file/3deec520dcb2f1b4c9.pdf","",2006,"2019-06-28 18:15:54","2019-06-28T18:15:54Z",NA,"155–195","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AH72TV6S","journalArticle",2014,"Porter, J.R.; Xie, L.; Challinor, A.J.; Cochrane, K.; Howden, S.M.; Iqbal, M.M.; Lobell, D.B.; Travasso, M.I.","Food Security and Food Production Systems","Climate Change 2014: Impacts, Adaptation and Vulnerability - Contributions of the Working Group II to the Fifth Assessment Report","","","","","Many definitions of food security exist, and these have been the subject of much debate. As early as 1992, Maxwell and Smith (1992) reviewed more than 180 items discussing concepts and definitions, and more definitions have been formulated since (DEFRA, 2006). Whereas many earlier definitions centered on food production, more recent definitions highlight access to food, in keeping with the 1996 World Food Summit definition (FAO, 1996) that food security is met when “all people, at all times, have physical and economic access to sufficient, safe, and nutritious food to meet their dietary needs and food preferences for an active and healthy life.” Worldwide attention on food access was given impetus by the food “price spike” in 2007–2008, triggered by a complex set of long- and short-term factors (FAO, 2009b; von Braun and Torero, 2009). FAO concluded, “provisional estimates show that, in 2007, 75 million more people were added to the total number of undernourished relative to 2003–05” (FAO, 2008); this is arguably a low-end estimate (Headey and Fan, 2010). More than enough food is currently produced per capita to feed the global population, yet about 870 million people remained hungry in the period from 2010 to 2012 (FAO et al., 2012). The questions for this chapter are how far climate and its change affect current food production systems and food security and the extent to which they will do so in the future (Figure 7-1).",2014,"2019-06-28 18:15:49","2019-06-28T18:15:49Z",NA,"485–533","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"adaptation; climate change impacts; vulnerability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XZWSWLD5","journalArticle",2015,"Petr Keil, David Storch, Walter Jetz","On the decline of biodiversity due to area loss","Nature","","2041-1723","10.1038/ncomms9837","http://www.nature.com/ncomms/2015/151117/ncomms9837/full/ncomms9837.html","Predictions of how different facets of biodiversity decline with habitat loss are broadly needed, yet challenging. Here we provide theory and a global empirical evaluation to address this challenge. We show that extinction estimates based on endemics–area and backward species–area relationships are complementary, and the crucial difference comprises the geometry of area loss. Across three taxa on four continents, the relative loss of species, and of phylogenetic and functional diversity, is highest when habitable area disappears inward from the edge of a region, lower when it disappears from the centre outwards, and lowest when area is lost at random. In inward destruction, species loss is almost proportional to area loss, although the decline in phylogenetic and functional diversity is less severe. These trends are explained by the geometry of species ranges and the shape of phylogenetic and functional trees, which may allow baseline predictions of biodiversity decline for underexplored taxa.",2015,"2019-06-28 18:15:48","2019-06-28T18:15:48Z",NA,"1–11","","",6,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EMFZMFJX","journalArticle",2012,"de Wasseige, C.; de Marcken, P.; Bayol, N.; Hiol-Hiol, F.; Mayaux, P. H.; Desclée, B., ... & Atyi, E. A","Contribution of woodfuel to meet the energy needs of the population of Central Africa: prospects for sustainable management of available resources","The Forests of the Congo Basin - State of the Forest 2010","","","10.2788/47210","http://www.observatoire-comifac.net/docs/edf2010/EN/SOF_2010_EN_Chap_5.pdf%5Cnhttp://www.observatoire-comifac.net/docs/edf2010/EN/State_of_the_Forest_2010.pdf","Woodfuel and the associated sustainability issues can be perceived from two opposing viewpoints: woodfuel as a cause for deforestation and degradation, or as a promising renewable energy source. This chapter provides an overview of the woodfuel sector in the Congo Basin countries, with a special emphasis on those areas where the exploitation of woodfuel poses threats to the sustainability of the resource base and to the livelihoods of those depending on it.",2012,"2019-06-28 18:15:45","2019-06-28T18:15:45Z",NA,"14","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"Wood; con; energy source; fuels; renewable energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DKEGCNS8","journalArticle",2012,"Cinner, J E; Daw, T M; McClanahan, T R; Muthiga, N; Abunge, C; Hamed, S; Mwaka, B; Rabeariso, A; Wamukota, A; Fisher, E; Jiddawi, N","Transitions toward co-management: The process of marine resource management devolution in three east African countries","Global Environmental Change","","","","","Communities are increasingly empowered with the ability and responsibility of working with national governments to make decisions about marine resources in decentralized co-management arrangements. This transition toward decentralized management represents a changing governance landscape. This paper explores the transition to decentralisation in marine resource management systems in three East African countries. The paper draws upon expert opinion and literature from both political science and linked social-ecological systems fields to guide exploration of five key governance transition concepts in each country: (1) drivers of change; (2) institutional arrangements; (3) institutional fit; (4) actor interactions; and (5) adaptive management. Key findings are that decentralized management in the region was largely donor-driven and only partly transferred power to local stakeholders. However, increased accountability created a degree of democracy in regards to natural resource governance that was not previously present. Additionally, increased local-level adaptive management has emerged in most systems and, to date, this experimental management has helped to change resource user's views from metaphysical to more scientific cause-and-effect attribution of changes to resource conditions.",2012,"2019-06-28 18:15:43","2019-06-28T18:15:43Z",NA,"","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
