"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"SKMTCSGM","journalArticle",2014,"Clough, Yann; Ekroos, Johan; Báldi, András; Batáry, Péter; Bommarco, Riccardo; Gross, Nicolas; Holzschuh, Andrea; Hopfenmüller, Sebastian; Knop, Eva; Kuussaari, Mikko; Lindborg, Regina; Marini, Lorenzo; Öckinger, Erik; Potts, Simon G.; Pöyry, Juha; Roberts, Stuart Pm; Steffan-Dewenter, Ingolf; Smith, Henrik G.","Density of insect-pollinated grassland plants decreases with increasing surrounding land-use intensity","Ecology Letters","","14610248","10.1111/ele.12325","http://www.ncbi.nlm.nih.gov/pubmed/25040328 http://doi.wiley.com/10.1111/ele.12325","Pollinator declines have raised concerns about the persistence of plant species that depend on insect pollination, in particular by bees, for their reproduction. The impact of pollinator declines remains unknown for species-rich plant communities found in temperate seminatural grasslands. We investigated effects of land-use intensity in the surrounding landscape on the distribution of plant traits related to insect pollination in 239 European seminatural grasslands. Increasing arable land use in the surrounding landscape consistently reduced the density of plants depending on bee and insect pollination. Similarly, the relative abundance of bee-pollination-dependent plants increased with higher proportions of non-arable agricultural land (e.g. permanent grassland). This was paralleled by an overall increase in bee abundance and diversity. By isolating the impact of the surrounding landscape from effects of local habitat quality, we show for the first time that grassland plants dependent on insect pollination are particularly susceptible to increasing land-use intensity in the landscape. © 2014 John Wiley & Sons Ltd/CNRS.","2014-09","2022-11-02 15:45:52","2022-11-02T15:45:52Z",NA,"1168–1177","","9","17",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PMID: 25040328",NA,NA,NA,"#nosource; Agricultural intensification; Bee specificity; Canopy height; Insect dependence; Leaf dry matter content; Mutualism disruption; Plant-pollinator interactions; Specific leaf area","/unread","Thuiller, Wilfried",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5HAR76TD","journalArticle",2008,"Goulson, D.; Lye, G.C.; Darvill, B.","Decline and Conservation of Bumble Bees","Annual Review of Entomology","","0066-4170","10.1146/annurev.ento.53.103106.093454","http://dx.doi.org/10.1146/annurev.ento.53.103106.093454","","2008-01","2022-11-02 15:45:51","2022-11-02T15:45:51Z",NA,"191-208","","1","53",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D3MUQSP6","journalArticle",2015,"Carvalheiro, G; Benjamin, Faye; Biesmeijer, Jacobus C; Adamson, Nancy Lee; Ascher, John S; Brand, R; Bretagnolle, Vincent; Button, Lindsey; Cariveau, Daniel P; Colville, Jonathan F; Danforth, Bryan N; Elle, Elizabeth; Garratt, Michael P.D. D; Herzog, Felix; Kleijn, David; Winfree, Rachael; Bartomeus, Ignasi; Carvalheiro, Luísa G; Henry, Mickaël; Isaacs, Rufus; Klein, Alexandra-Maria; Kremen, Claire; M'Gonigle, Leithen K; Rader, Romina; Ricketts, Taylor H; Williams, Neal M; Lee Adamson, Nancy; Ascher, John S; Báldi, András; Batáry, Péter; Benjamin, Faye; Biesmeijer, Jacobus C; Blitzer, Eleanor J; Bommarco, Riccardo; Brand, Mariëtte R; Bretagnolle, Vincent; Button, Lindsey; Cariveau, Daniel P; Chifflet, Rémy; Colville, Jonathan F; Danforth, Bryan N; Elle, Elizabeth; Garratt, Michael P.D. D; Herzog, Felix; Holzschuh, Andrea; Howlett, Brad G; Jauker, Frank; Jha, Shalene; Knop, Eva; Krewenka, Kristin M; Le Féon, Violette; Mandelik, Yael; May, Emily A; Park, Mia G; Pisanty, Gideon; Reemer, Menno; Riedinger, Verena; Rollin, Orianne; Rundlöf, Maj; Sardiñas, Hillary S; Scheper, Jeroen; Sciligo, Amber R; Smith, Henrik G; Steffan-Dewenter, Ingolf; Thorp, Robbin; Tscharntke, Teja; Verhulst, Jort; Viana, Blandina F; Vaissière, Bernard E; Veldtman, Ruan; Westphal, Catrin; Potts, Simon G","Delivery of crop pollination services is an insufficient argument for wild pollinator conservation","Nature Communications","","2041-1723","10.1038/ncomms8414","http://www.researchgate.net/publication/278786709_Delivery_of_crop_pollination_services_is_an_insufficient_argument_for_wild_pollinator_conservation%5Cnhttp://www.nature.com/doifinder/10.1038/ncomms8414","There is compelling evidence that more diverse ecosystems deliver greater benefits to people, and these ecosystem services have become a key argument for biodiversity conservation. However, it is unclear how much biodiversity is needed to deliver ecosystem services in a cost-effective way. Here we show that, while the contribution of wild bees to crop production is significant, service delivery is restricted to a limited subset of all known bee species. Across crops, years and biogeographical regions, crop-visiting wild bee communities are dominated by a small number of common species, and threatened species are rarely observed on crops. Dominant crop pollinators persist under agricultural expansion and many are easily enhanced by simple conservation measures, suggesting that cost-effective management strategies to promote crop pollination should target a different set of species than management strategies to promote threatened bees. Conserving the biological diversity of bees therefore requires more than just ecosystem-service-based arguments.","2015","2022-11-02 15:45:50","2022-11-02T15:45:50Z",NA,"7414","","May","6",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"PMID: 26079893",NA,NA,NA,"#nosource; ipbes-pollination_chapter1","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QCF3T2X8","journalArticle",2015,"Winfree, Rachael; W. Fox, Jeremy; Williams, Neal M.; Reilly, James R.; Cariveau, Daniel P.","Abundance of common species, not species richness, drives delivery of a real-world ecosystem service","Ecology Letters","","1461-023X","10.1111/ele.12424","http://dx.doi.org/10.1111/ele.12424","","2015-05-11","2022-11-02 15:45:50","2022-11-02T15:45:50Z",NA,"626-635","","7","18",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K4KQBNPM","journalArticle",2013,"Grass, Ingo; Berens, Dana Gertrud; Peter, Franziska; Farwig, Nina","Additive effects of exotic plant abundance and land-use intensity on plant–pollinator interactions","Oecologia","","0029-8549","10.1007/s00442-013-2688-6","http://dx.doi.org/10.1007/s00442-013-2688-6","","2013-07-02","2022-11-02 15:45:49","2022-11-02T15:45:49Z",NA,"913-923","","3","173",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; Agricultural intensification; Alien plants; Global change; Pollination; Specialization","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RFUGII97","journalArticle",2008,"Holzschuh, Andrea; Steffan-Dewenter, Ingolf; Tscharntke, Teja","Agricultural landscapes with organic crops support higher pollinator diversity","Oikos","","0030-1299","10.1111/j.2007.0030-1299.16303.x","http://dx.doi.org/10.1111/j.2007.0030-1299.16303.x","","2008-03","2022-11-02 15:45:48","2022-11-02T15:45:48Z",NA,"354-361","","3","117",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VDS8S7JP","journalArticle",2014,"Breeze, Tom D.; Vaissière, Bernard E.; Bommarco, Riccardo; Petanidou, Theodora; Seraphides, Nicos; Kozák, Lajos; Scheper, Jeroen; Biesmeijer, Jacobus C.; Kleijn, David; Gyldenkærne, Steen; Moretti, Marco; Holzschuh, Andrea; Steffan-Dewenter, Ingolf; Stout, Jane C.; Pärtel, Meelis; Zobel, Martin; Potts, Simon G.","Agricultural Policies Exacerbate Honeybee Pollination Service Supply-Demand Mismatches Across Europe","PLoS ONE","","1932-6203","10.1371/journal.pone.0082996","http://dx.doi.org/10.1371/journal.pone.0082996","","2014-01-08","2022-11-02 15:45:48","2022-11-02T15:45:48Z",NA,"e82996","","1","9",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; ipbes-pollination_chapter1","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZYSEQTJ3","journalArticle",2012,"Arbetman, Marina P.; Meeus, Ivan; Morales, Carolina L.; Aizen, Marcelo A.; Smagghe, Guy","Alien parasite hitchhikes to Patagonia on invasive bumblebee","Biological Invasions","","1387-3547","10.1007/s10530-012-0311-0","http://dx.doi.org/10.1007/s10530-012-0311-0","","2012-09-04","2022-11-02 15:45:47","2022-11-02T15:45:47Z",NA,"489-494","","3","15",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; Apicystis bombi; Bombus dahlbomii; Bombus ruderatus; Bombus terrestris; Bumblebee parasites; Mattesia bombi","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DKLUXZSK","journalArticle",2010,"Bommarco, Riccardo; Biesmeijer, Jacobus C.; Meyer, Birgit; Potts, Simon G.; Pöyry, Juha; Roberts, Stuart P. M.; Steffan-Dewenter, Ingolf; Öckinger, Erik","Dispersal capacity and diet breadth modify the response of wild bees to habitat loss","Proceedings of the Royal Society B: Biological Sciences","","0962-8452","10.1098/rspb.2009.2221","http://dx.doi.org/10.1098/rspb.2009.2221","","2010-07-07","2022-11-02 15:45:46","2022-11-02T15:45:46Z",NA,"2075-2082","","1690","277",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; body size; habitat fragmentation; pollinator; resource specialisation","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2BMQUNLA","journalArticle",2009,"Rader, Romina; Howlett, Bradley G.; Cunningham, Saul A.; Westcott, David A.; Newstrom-Lloyd, Linda E.; Walker, Melanie K.; Teulon, David A.J.; Edwards, Will","Alternative pollinator taxa are equally efficient but not as effective as the honeybee in a mass flowering crop","Journal of Applied Ecology","","0021-8901","10.1111/j.1365-2664.2009.01700.x","http://dx.doi.org/10.1111/j.1365-2664.2009.01700.x","","2009-10","2022-11-02 15:45:46","2022-11-02T15:45:46Z",NA,"1080-1087","","5","46",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; ipbes-pollination_chapter1","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WKGN78EK","journalArticle",2006,"Bascompte, J.; Jordano, P.; Olesen, J. M.","Asymmetric Coevolutionary Networks Facilitate Biodiversity Maintenance","Science","","0036-8075","10.1126/science.1123412","http://dx.doi.org/10.1126/science.1123412","","2006-04-21","2022-11-02 15:45:45","2022-11-02T15:45:45Z",NA,"431-433","","5772","312",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z9B433D5","journalArticle",1910,"Lea, A M","Australian and Tasmanian Coleoptera inhabiting or resorting to the nests of ants, bees, and termites","Proceedings of the Royal Society of Victoria, Supplement, n.s.","","","","","","1910","2022-11-02 15:45:44","2022-11-02T15:45:44Z",NA,"116–230, plates 25–27","","","23",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; Amblyopone australis; Camponotus aeneopilosus; Camponotus dorycus; Camponotus nigriceps; Camponotus novaehollandiae; Colobopsis gasseri; Dolichoderus scabridus; Ectatomma metallicum; Ectatomma reticulatum; Ectatomma socialis; Formicidae; Iridomyrme; ant","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86DGWNXS","journalArticle",2012,"McKinney, Amy M.; CaraDonna, Paul J.; Inouye, David W.; Barr, Billy; Bertelsen, C. David; Waser, Nickolas M.","Asynchronous changes in phenology of migrating Broad-tailed Hummingbirds and their early-season nectar resources","Ecology","","0012-9658","10.1890/12-0255.1","http://dx.doi.org/10.1890/12-0255.1","","2012-09","2022-11-02 15:45:44","2022-11-02T15:45:44Z",NA,"1987-1993","","9","93",NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"#nosource; Broad-tailed Hummingbird; Climate change; Colorado (USA); Ecological interactions; Flowering time; Latitude; Migration; Phenological shifts; Pollination; Reproductive success; Rocky Mountain Biological Laboratory; Selasphorus platycercus; Synchrony","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
