"Key","Item.Type","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Url","Abstract.Note","Date","Date.Added","Date.Modified","Access.Date","Pages","Num.Pages","Issue","Volume","Number.Of.Volumes","Journal.Abbreviation","Short.Title","Series","Series.Number","Series.Text","Series.Title","Publisher","Place","Language","Rights","Type","Archive","Archive.Location","Library.Catalog","Call.Number","Extra","Notes","File.Attachments","Link.Attachments","Manual.Tags","Automatic.Tags","Editor","Series.Editor","Translator","Contributor","Attorney.Agent","Book.Author","Cast.Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed.Author","Scriptwriter","Words.By","Guest","Number","Edition","Running.Time","Scale","Medium","Artwork.Size","Filing.Date","Application.Number","Assignee","Issuing.Authority","Country","Meeting.Name","Conference.Name","Court","References","Reporter","Legal.Status","Priority.Numbers","Programming.Language","Version","System","Code","Code.Number","Section","Session","Committee","History","Legislative.Body"
"9QYH3HQZ","journalArticle",2012,"Jones, Emily I.; Gomulkiewicz, Richard","Biotic Interactions, Rapid Evolution, and the Establishment of Introduced Species","The American Naturalist",NA,"0003-0147","10.1086/663678","https://www.journals.uchicago.edu/doi/10.1086/663678","The biotic environment can pose a challenge to introduced species; however, it is not known how rapid evolution in introduced and resident species influences the probability that the introduced species will become established. Here, we analyze the establishment phase of invasion with eco-evolutionary models of introduced species involved in predator-prey, mutualistic, or competitive interactions with a resident species. We find that, depending on the strength of the biotic interaction, establishment is impossible, guaranteed, or, in a narrow range, determined by genetic variation. Over this narrow range, rapid evolution of the introduced species always favors establishment, whereas resident evolution may either inhibit or facilitate establishment, depending on the interaction type. Coevolution can also either increase or decrease the chance of establishment, depending on the initial genotype frequencies as well as the interaction type. Our results suggest that the conditions under which genetic variation influences establishment success are limited, but they highlight the importance of considering the resident community's evolutionary response to introduced species as a component of its invasibility.","2012","2022-11-02 15:21:47","2022-11-02T15:21:47Z","","E28–E36",NA,"2",179,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JTGBX399","journalArticle",2001,"Jouët, JP.","Plastics in the world.","Plasticulture",NA,"","","","","2001","2022-11-02 15:21:46","2022-11-02T15:21:46Z","","108–126",NA,"2",120,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A5Q5ST6Y","journalArticle",1999,"Kahono, Sih; Nakamura, Koji; Amir, Moh","Seasonal migration and colony behavior of the tropical honeybee Apis dorsata F. (Hymenoptera: Apidae)","Treubia",NA,"","","","","1999","2022-11-02 15:21:45","2022-11-02T15:21:45Z","","283–297",NA,"3",31,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6HDEYYXC","journalArticle",2009,"Julier, H. Esther; Roulston, T'ai H.","Wild Bee Abundance and Pollination Service in Cultivated Pumpkins: Farm Management, Nesting Behavior and Landscape Effects","Journal of Economic Entomology",NA,"00220493","10.1603/029.102.0214","","Recent declines in managed and feral honey bee populations have greatly increased interest in the current and potential role of wild pollinators in agricultural pollination. Pumpkin (Cucurbita pepo L.) has great potential to be served by wild pollinators because of a reliable and widespread group of bee species that are commonly associated with their flowers, including bumble bees (Bomhus spp. ), and, in the Americas, two genera of specialist ground nesting bees (Peponapis and Xenoglossa). We examined the effects of several key farm management practices and landscape variables on bee abundance in pumpkin on 20 farms in Virginia and Maryland during summer 2006. We evaluated bee abundance with respect to tillage, irrigation practices, soil properties, natural habitat (forest and grassland), flowering crop, and disturbed areas. Additionally, we examined nest site preference (within or outside of crop areas) of Peponapis pruinosa (Say) at one farm and in a large screenhouse. We found P. pruinosa nesting preferentially within crop areas and near the vines and leaves of their host plant. Although these bees typically place some of their brood cells within tillage depth, we did not find a tillage effect on their abundance at flowers. We found a negative effect of soil clay content (R 2 = 0.24, P = 0.03) and a positive effect of irrigation (F 1 15= 12.2; P \textless 0.001) on P. pruinosa abundance. Using published data on pollinator visitation requirements, we found wild bee densities were sufficient to fully pollinate all pumpkin flowers on 13-17 of the 20 farms studied. ¬© 2009 Entomological Society of America.","2009","2022-11-02 15:21:45","2022-11-02T15:21:45Z","","563–573",NA,"2",102,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DB92YH9L","conferencePaper",2011,"Kahono, S","Effect of extreme wet climate to the number of immigrant colonies of the giant honeybee Apis dorsata F. International Conference on Conservation and Management of Pollinators","",NA,"","","","","2011-09","2022-11-02 15:21:44","2022-11-02T15:21:44Z","","14–17",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"International Conference on Conservation and Management of Pollinators","Kuching, Sarawak, Malaysia","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2D72ZEAG","report",2002,"Kahono, S","Distribution of nesting areas of wild honeybee Apis dorsata F. (Hymenoptera: Apidae) in the wet mountain forest of Halimun National Park and surrounding areas","",NA,"","","","","2002","2022-11-02 15:21:43","2022-11-02T15:21:43Z","","",NA,"",NA,NA,NA,"",NA,NA,NA,NA,"Research Center for Biology, Indonesian Institute for Science (LIPI)","","",NA,"Technical Report",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ZECNHCZ4","journalArticle",2008,"Kanbe, Yuya; Okada, Ikuko; Yoneda, Masahiro; Goka, Koichi; Tsuchida, Koji","Interspecific mating of the introduced bumblebee Bombus terrestris and the native Japanese bumblebee Bombus hypocrita sapporoensis results in inviable hybrids","Naturwissenschaften",NA,"00281042","10.1007/s00114-008-0415-7","","The bumblebee Bombus terrestris is not only an effective pollinator, but also a potential invasive alien species outside its native range. Recently, nearly 30% of queens of the Japanese native species Bombus hypocrita sapporoensis and B. hypocrita hypocrita were estimated to copulate with B. terrestris males in the field, suggesting that indigenous bumblebees could be genetically deteriorated through hybrid production with the introduced species. In this study, we evaluated hybrid production between the introduced B. terrestris and the indigenous B. hypocrita sapporoensis under laboratory conditions. The hatching rate of eggs derived from interspecific matings was 0% and 8.6% depending on the direction of the cross, which was significantly lower than that from intraspecific matings of B. terrestris (76.9%) and B. hypocrita sapporoensis (78.9%). Genetic studies using microsatellite markers revealed that both haploid and diploid individuals were present in the egg stage, whereas all hatched larvae were haploid. In addition, histological studies revealed that eggs derived from interspecific matings terminated development 2 days after oviposition. These results strongly suggested that eggs derived from interspecific matings are inviable due to post-mating isolation mechanisms. Mass release of exotic pollinators could cause serious population declines of native bumblebee species.","2008","2022-11-02 15:21:42","2022-11-02T15:21:42Z","","1003–1008",NA,"10",95,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource; Artificial introduction; Biological invasion; Bumblebees; Hybridization; Viability","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNJAGJQB","journalArticle",2013,"Kasso, M; Balakrishnan, M","Ecological and economic importance of bats (Order Chiroptera)","ISRN Biodiversity",NA,"","","","","2013","2022-11-02 15:21:41","2022-11-02T15:21:41Z","","",NA,"187415",2013,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9MDEXSYX","journalArticle",2000,"Kastberger, Gerald; Sharma, D. K.","The predator-prey interaction between blue-bearded bee eaters ( Nyctyornis athertoni Jardine and Selby 1830) and giant honeybees ( Apis dorsata Fabricius 1798)","Apidologie",NA,"0044-8435","10.1051/apido:2000157","","We investigated the interaction between raiding blue-bearded bee eaters (Nyctyornis athertoni) and counter-attacking bees in an aggregation of 50 giant honeybee (Apis dorsata) colonies on a bee tree in Assam, India. We filmed two scenarios with an Arriflex camera at 150 frames per second: First, the bee eater passed parallel to a nest, threatening only the sunny side of the colony, and second, the bird passed a nest laterally in a perpendicular direction, eliciting release of a great number of guard bees from both sides of the colony. In the first scenario, we assessed more than 700 bees in the mass release, comprising 2-3 per cent of colony members. We found the first evidence for intercolonial group defence in Apis dorsara, which means that colonies or pares of them, which were not directly threatened, joined the defence action of the threatened colony. We discuss how unthreatened nests or parts of them can be challenged for mass release of guard bees.","2000","2022-11-02 15:21:40","2022-11-02T15:21:40Z","","727–736",NA,"6",31,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NDRCRQMP","journalArticle",2011,"Kattwinkel, Mira; Biedermann, Robert; Kleyer, Michael","Temporary conservation for urban biodiversity","Biological Conservation",NA,"00063207","10.1016/j.biocon.2011.06.012","","Urban habitats, particularly wastelands and brownfields, maintain rich biodiversity and offer habitat for many species, even rare and endangered taxa. However, such habitats are also under socio-economic pressures due to redevelopment for housing and industrial uses. In order to maintain urban biodiversity, it is currently unknown how much open area must be preserved and whether conservation is possible without complete exclusion from economic development. In this study, we applied a simulation model based on species distribution models for plants, grasshoppers, and leafhoppers to investigate planning options for urban conservation with special focus on business areas. Altogether, we modelled the occurrence of 81 species of the urban species pool and analysed settings of different proportions of open sites, different habitat turnover times, and different lot sizes. Our simulations demonstrated that dynamic land use supports urban biodiversity in terms of species richness and rarity. Setting aside brownfields before redevelopment for a period of on average 15. years supported the highest conservation value. Consequently, we recommend integrating the concept of 'temporary conservation' into urban planning for industrial and business areas. This concept requires habitat to be destroyed by redeveloping brownfield sites to built-up sites, but simultaneously creating new open spaces due to abandonment of urban land uses at other locations. This maintains a spatio-temporal mosaic of different successional stages ranging from pioneer to pre-forest communities. © 2011 Elsevier Ltd.","2011","2022-11-02 15:21:40","2022-11-02T15:21:40Z","","2335–2343",NA,"9",144,NA,NA,"",NA,NA,NA,NA,"","","",NA,"",NA,NA,"",NA,"",NA,NA,NA,"#nosource; Brownfields; Dynamic landscape; Species distribution model; Species richness; Temporary buildings; Wasteland","/unread","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
